"nid","Sequence","Judge.Name","Other.Nominations.Recess.Appointments"
12588661,1,"Mathis, Andre Bernard","Nominated to U.S. Court of Appeals for the Sixth Circuit, November 18, 2021; no Senate vote"
1384451,1,"Matthews, Burnita Shelton","Nominated to U.S. District Court for the District of Columbia, October 17, 1949; no Senate vote"
1384456,1,"Matthews, Stanley","Nominated to Supreme Court of the United States, January 26, 1881; no Senate vote"
1392646,1,"Mauskopf, Roslynn Renee","Nominated to U.S. District Court for the Eastern District of New York, August 2, 2006; no Senate vote"
1394641,1,"May, Leigh Martin","Nominated to U.S. District Court for the Northern District of Georgia, December 19, 2013; no Senate vote"
6594536,1,"Maze, Corey Landon","Nominated to U.S. District Court for the Northern District of Alabama, May 15, 2018; no Senate vote"
1384481,1,"Mazzone, A. David","Nominated to U.S. District Court for the District of Massachusetts, November 21, 1977; no Senate vote"
1384501,1,"McAvoy, Thomas James","Nominated to U.S. District Court for the Northern District of New York, October 29, 1985; no Senate vote"
1384526,1,"McCamant, Wallace","Nominated to U.S. Court of Appeals for the Ninth Circuit, December 8, 1925; rejected by Senate, March 17, 1926; resigned, May 2, 1926"
1384536,1,"McCarthy, James William","Nominated to U.S. District Court for the District of New Jersey, March 18, 1925; confirmed, March 18, 1925; declined appointment"
1393691,1,"McConnell, John James, Jr.","Nominated to U.S. District Court for the District of Rhode Island, March 10, 2010; no Senate vote"
1393691,2,"McConnell, John James, Jr.","Nominated to U.S. District Court for the District of Rhode Island, September 13, 2010; no Senate vote"
1391736,1,"McConnell, Michael W.","Nominated to U.S. Court of Appeals for the Tenth Circuit, May 9, 2001; no Senate vote"
1384621,1,"McDermott, George Thomas","Nominated to U.S. District Court for the District of Kansas, December 13, 1927; nomination withdrawn by president, January 12, 1928"
1384621,2,"McDermott, George Thomas","Nominated to U.S. Court of Appeals for the Tenth Circuit, March 1, 1929; no Senate vote"
1394821,1,"McDonough, Travis Randall","Nominated to U.S. District Court for the Eastern District of Tennessee, November 20, 2014; no Senate vote"
7049776,1,"McElroy, Mary Susan","Nominated to U.S. District Court for the District of Rhode Island, September 8, 2015; no Senate vote"
7049776,2,"McElroy, Mary Susan","Nominated to U.S. District Court for the District of Rhode Island, April 12, 2018; no Senate vote"
7539421,1,"McFarland, Matthew Walden","Nominated to U.S. District Court for the Southern District of Ohio, November 13, 2018; no Senate vote"
1384681,1,"McGohey, John F. X.","Nominated to U.S. District Court for the Southern District of New York, October 15, 1949; no Senate vote"
1384691,1,"McGowan, Carl E.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, August 16, 1962; no Senate vote"
1394386,1,"McHugh, Carolyn Baldwin","Nominated to U.S. Court of Appeals for the Tenth Circuit, May 16, 2013; no Senate vote"
1394421,1,"McHugh, Gerald Austin, Jr.","Nominated to U.S. District Court for the Eastern District of Pennsylvania, August 1, 2013; no Senate vote"
1384706,1,"McHugh, William Douglas","Nominated to U.S. District Court for the District of Nebraska, December 8, 1896; nomination withdrawn by president, February 1, 1897"
1384726,1,"McKeague, David William","Nominated to U.S. Court of Appeals for the Sixth Circuit, November 8, 2001; no Senate vote"
1384726,2,"McKeague, David William","Nominated to U.S. Court of Appeals for the Sixth Circuit, January 7, 2003; no Senate vote"
1390641,1,"McKeown, M. Margaret","Nominated to U.S. Court of Appeals for the Ninth Circuit, March 29, 1996; no Senate vote"
1384791,1,"McLaughlin, Charles Francis","Nominated to U.S. District Court for the District of Columbia, October 17, 1949; no Senate vote"
1394211,1,"McShane, Michael Jerome","Nominated to U.S. District Court for the District of Oregon, September 19, 2012; no Senate vote"
1384966,1,"Meek, Edward Roscoe","Nominated to U.S. District Court for the Northern District of Texas, March 10, 1898; no Senate vote"
1384996,1,"Melloy, Michael Joseph","Nominated to U.S. Court of Appeals for the Eighth Circuit, July 10, 2001; no Senate vote"
13258766,1,"Méndez-Miró, Gina Raquel","Nominated to U.S. District Court for the District of Puerto Rico, June 15, 2022; no Senate vote"
13620521,1,"Merchant, Orelia Eleta","Nominated to U.S. District Court for the Eastern District of New York, September 6, 2022; no Senate vote"
1385026,1,"Meredith, Ronald Edward","Nominated to U.S. District Court for the Western District of Kentucky, September 11, 1984; no Senate vote"
13720111,1,"Merle, Natasha Clarise","Nominated to U.S. District Court for the Eastern District of New York, January 19, 2022; no Senate vote"
1385056,1,"Meskill, Thomas Joseph","Nominated to U.S. Court of Appeals for the Second Circuit, August 8, 1974; no Senate vote"
1385056,2,"Meskill, Thomas Joseph","Nominated to U.S. Court of Appeals for the Second Circuit, November 18, 1974; no Senate vote"
1394346,1,"Meyer, Jeffrey Alker","Nominated to U.S. District Court for the District of Connecticut, June 7, 2013; no Senate vote"
1394401,1,"Michelson, Laurie Jill","Nominated to U.S. District Court for the Eastern District of Michigan, July 25, 2013; no Senate vote"
1390541,1,"Middlebrooks, Donald M.","Nominated to U.S. District Court for the Southern District of Florida, September 5, 1996; no Senate vote"
6063776,1,"Miller, Eric David","Nominated to U.S. Court of Appeals for the Ninth Circuit, July 19, 2018; no Senate vote"
1390546,1,"Miller, Jeffrey T.","Nominated to U.S. District Court for the Southern District of California, July 19, 1996; no Senate vote"
1385186,1,"Miller, William Ernest","Nominated to U.S. District Court for the Middle District of Tennessee, August 19, 1954; no Senate vote"
1385186,2,"Miller, William Ernest","Nominated to U.S. District Court for the Middle District of Tennessee, November 16, 1954; no Senate vote"
1391346,1,"Mills, Michael P.","Nominated to U.S. District Court for the Northern District of Mississippi, July 10, 2001; no Senate vote"
1390756,1,"Mollway, Susan Oki","Nominated to U.S. District Court for the District of Hawaii, December 21, 1995; no Senate vote"
11690371,1,"Montenegro, Ruth Bermudez","Nominated to U.S. District Court for the Southern District of California, November 3, 2021; no Senate vote"
1394351,1,"Moody, James Maxwell, Jr.","Nominated to U.S. District Court for the Eastern District of Arkansas, July 25, 2013; no Senate vote"
1385296,1,"Moore, John Henry II","Nominated to U.S. District Court for the Southern District of Florida, August 4, 1976; no Senate vote"
1385301,1,"Moore, Karen Nelson","Nominated to U.S. Court of Appeals for the Sixth Circuit, September 14, 1994; no Senate vote"
1385311,1,"Moore, Leonard Page","Nominated to U.S. Court of Appeals for the Second Circuit, March 19, 1957; no Senate vote"
1394156,1,"Moore, Raymond Paul","Nominated to U.S. District Court for the District of Colorado, November 14, 2012; no Senate vote"
5152931,1,"Moorer, Terry Fitzgerald","Nominated to U.S. District Court for the Southern District of Alabama, September 7, 2017; no Senate vote"
6278461,1,"Morales, David Steven","Nominated to U.S. District Court for the Southern District of Texas, April 12, 2018; no Senate vote"
1385336,1,"Moreno, Federico A.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, March 10, 1992; no Senate vote"
1385346,1,"Morgan, Justin Colfax","Nominated to U.S. District Court for the Western District of New York, August 1, 1955; no Senate vote"
1394481,1,"Moritz, Nancy Louise","Nominated to U.S. Court of Appeals for the Tenth Circuit, August 1, 2013; no Senate vote"
1385396,1,"Morris, Page","Nominated to U.S. District Court for the District of Minnesota, February 19, 1903; no Senate vote"
6589526,1,"Morrison, Sarah Daggett","Nominated to U.S. District Court for the Southern District of Ohio, April 12, 2018; no Senate vote"
1390601,1,"Morrow, Margaret M.","Nominated to U.S. District Court for the Central District of California, May 9, 1996; no Senate vote"
6105366,1,"Murphy, Eric Earl","Nominated to U.S. Court of Appeals for the Sixth Circuit, June 18, 2018; no Senate vote"
1392736,1,"Murphy, Stephen Joseph III","Nominated to U.S. Court of Appeals for the Sixth Circuit, June 28, 2006; no Senate vote"
1392736,2,"Murphy, Stephen Joseph III","Nominated to U.S. Court of Appeals for the Sixth Circuit, March 19, 2007; nomination withdrawn by president, April 15, 2008"
1393641,1,"Myerscough, Sue Ellen","Nominated to U.S. District Court for the Central District of Illinois, October 11, 1995; no Senate vote"
1393641,2,"Myerscough, Sue Ellen","Nominated to U.S. District Court for the Central District of Illinois, June 17, 2010; nomination withdrawn by president, July 14, 2010"
1393641,3,"Myerscough, Sue Ellen","Nominated to U.S. District Court for the Central District of Illinois, July 14, 2010; no Senate vote"
1393801,1,"Nathan, Alison Julie","Nominated to U.S. Court of Appeals for the Second Circuit, November 18, 2021; no Senate vote"
10226111,1,"Neals, Julien Xavier","Nominated to U.S. District Court for the District of New Jersey, February 26, 2015; no Senate vote"
1392606,1,"Neff, Janet T.","Nominated to U.S. District Court for the Western District of Michigan, June 28, 2006; no Senate vote"
1392306,1,"Neilson, Susan Bieke","Nominated to U.S. Court of Appeals for the Sixth Circuit, November 8, 2001; no Senate vote"
1392306,2,"Neilson, Susan Bieke","Nominated to U.S. Court of Appeals for the Sixth Circuit, January 7, 2003; no Senate vote"
13263786,1,"Nelson, Adrienne Camille","Nominated to U.S. District Court for the District of Oregon, July 14, 2022; no Senate vote"
6489111,1,"Nichols, Carl John","Nominated to U.S. District Court for the District of Columbia, June 18, 2018; no Senate vote"
1385711,1,"Nickerson, Eugene Hoffman","Nominated to U.S. Court of Appeals for the Second Circuit, August 28, 1980; no Senate vote"
6489101,1,"Nielson, Howard Curtis, Jr.","Nominated to U.S. District Court for the District of Utah, September 28, 2017; no Senate vote"
1385756,1,"Nimmons, Ralph Wilson, Jr.","Nominated to U.S. District Court for the Middle District of Florida, September 17, 1980; no Senate vote"
1385776,1,"Noel, James Latane, Jr.","Nominated to U.S. District Court for the Southern District of Texas, September 25, 1961; no Senate vote"
1385786,1,"Noonan, Gregory Francis","Nominated to U.S. District Court for the Southern District of New York, October 15, 1949; no Senate vote"
1385796,1,"Norcross, Frank Herbert","Received recess appointment to U.S. Court of Appeals for the Ninth Circuit, September 23, 1933; declined appointment"
1385796,2,"Norcross, Frank Herbert","Nominated to U.S. Court of Appeals for the Ninth Circuit, January 8, 1934; no Senate vote"
1385806,1,"Nordbye, Gunnar Hans","Nominated to U.S. District Court for the District of Minnesota, February 20, 1931; no Senate vote"
5374071,1,"Norris, Mark Saalfield, Sr.","Nominated to U.S. District Court for the Western District of Tennessee, July 13, 2017; no Senate vote"
7224376,1,"Novak, David John","Nominated to U.S. District Court for the Eastern District of Virginia, November 15, 2007; no Senate vote"
1394161,1,"Nunley, Troy Lynne","Nominated to U.S. District Court for the Eastern District of California, June 25, 2012; no Senate vote"
3015971,1,"Nye, David Charles","Nominated to U.S. District Court for the District of Idaho, April 5, 2016; no Senate vote"
1391521,1,"O'Brien, Terrence L.","Nominated to U.S. Court of Appeals for the Tenth Circuit, August 2, 2001; no Senate vote"
1394171,1,"O'Connell, Beverly Reid","Nominated to U.S. District Court for the Central District of California, November 14, 2012; no Senate vote"
1392591,1,"O'Grady, Liam","Nominated to U.S. District Court for the Eastern District of Virginia, August 2, 2006; no Senate vote"
1392511,1,"O'Neill, Lawrence Joseph","Nominated to U.S. District Court for the Eastern District of California, August 2, 2006; no Senate vote"
1385936,1,"O'Toole, George A., Jr.","Nominated to U.S. District Court for the District of Massachusetts, September 24, 1992; no Senate vote"
1394786,1,"Olvera, Jose Rolando, Jr.","Nominated to U.S. District Court for the Southern District of Texas, September 18, 2014; no Senate vote"
1385971,1,"Orlofsky, Stephen Murray","Nominated to U.S. Court of Appeals for the Third Circuit, May 25, 2000; no Senate vote"
1394201,1,"Orrick, William Horsley III","Nominated to U.S. District Court for the Northern District of California, June 11, 2012; no Senate vote"
1392616,1,"Osteen, William Lindsay, Jr.","Nominated to U.S. District Court for the Middle District of North Carolina, September 29, 2006; no Senate vote"
1391776,1,"Otero, S. James","Nominated to U.S. District Court for the Central District of California, July 18, 2002; no Senate vote"
1394431,1,"Owens, John Byron","Nominated to U.S. Court of Appeals for the Ninth Circuit, August 1, 2013; no Senate vote"
1392561,1,"Ozerden, Halil Suleyman","Nominated to U.S. District Court for the Southern District of Mississippi, September 5, 2006; no Senate vote"
1392561,2,"Ozerden, Halil Suleyman","Nominated to U.S. Court of Appeals for the Fifth Circuit, June 24, 2019; no Senate vote"
6840716,1,"Pacold, Martha Maria","Nominated to U.S. District Court for the Northern District of Illinois, June 11, 2018; no Senate vote"
1386026,1,"Paez, Richard A.","Nominated to U.S. Court of Appeals for the Ninth Circuit, January 25, 1996; no Senate vote"
1386026,2,"Paez, Richard A.","Nominated to U.S. Court of Appeals for the Ninth Circuit, January 7, 1997; no Senate vote"
3951691,1,"Palk, Scott Lawrence","Nominated to U.S. District Court for the Western District of Oklahoma, December 16, 2015; no Senate vote"
10761211,1,"Pan, Florence Y.","Nominated to U.S. District Court for the District of Columbia, April 28, 2016; no Senate vote"
1386056,1,"Pardee, Don Albert","Nominated to U.S. District Court for the District of Louisiana, December 14, 1874; no Senate vote"
1386056,2,"Pardee, Don Albert","Nominated to U.S. District Court for the District of Louisiana, March 9, 1875; no Senate vote"
6420566,1,"Park, Michael Hun","Nominated to U.S. Court of Appeals for the Second Circuit, November 13, 2018; no Senate vote"
1386066,1,"Parke, Benjamin","Nominated to U.S. District Court for the District of Indiana, January 28, 1817; no Senate vote"
1386076,1,"Parker, Barrington Daniels, Jr.","Nominated to U.S. Court of Appeals for the Second Circuit, May 9, 2001; no Senate vote"
1386096,1,"Parker, John Johnston","Nominated to Supreme Court of the United States, March 21, 1930; rejected by Senate, May 7, 1930"
1394406,1,"Parker, Linda Vivienne","Nominated to U.S. District Court for the Eastern District of Michigan, July 25, 2013; no Senate vote"
1394781,1,"Parrish, Jill N.","Nominated to U.S. District Court for the District of Utah, September 18, 2014; no Senate vote"
1386141,1,"Paterson, William","Nominated to Supreme Court of the United States, February 27, 1793; nomination withdrawn by president, February 28, 1793"
1386156,1,"Paul, Charles Ferguson","Nominated to U.S. District Court for the Northern District of West Virginia, August 3, 1959; no Senate vote"
1391321,1,"Payne, James H.","Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, September 17, 1992; no Senate vote"
1391321,2,"Payne, James H.","Nominated to U.S. District Courts for the Eastern, Northern and Western Districts of Oklahoma, August 2, 2001; no Senate vote"
1391321,3,"Payne, James H.","Nominated to U.S. Court of Appeals for the Tenth Circuit, September 29, 2005; nomination withdrawn by president, March 7, 2006"
1386196,1,"Peck, John Weld II","Nominated to U.S. District Court for the Southern District of Ohio, September 23, 1961; no Senate vote"
1386211,1,"Pell, Wilbur Frank, Jr.","Nominated to U.S. Court of Appeals for the Seventh Circuit, December 15, 1969; no Senate vote"
1394491,1,"Peterson, James Donald","Nominated to U.S. District Court for the Western District of Wisconsin, November 7, 2013; no Senate vote"
1386311,1,"Phillips, Orie Leon","Nominated to U.S. Court of Appeals for the Tenth Circuit, March 1, 1929; no Senate vote"
1391071,1,"Phillips, Virginia A.","Nominated to U.S. District Court for the Central District of California, May 11, 1998; no Senate vote"
1386321,1,"Pickering, Charles Willis, Sr.","Nominated to U.S. Court of Appeals for the Fifth Circuit, May 25, 2001; no Senate vote"
1386321,2,"Pickering, Charles Willis, Sr.","Nominated to U.S. Court of Appeals for the Fifth Circuit, September 4, 2001; no Senate vote"
1386321,3,"Pickering, Charles Willis, Sr.","Nominated to U.S. Court of Appeals for the Fifth Circuit, January 7, 2003; no Senate vote"
1386321,4,"Pickering, Charles Willis, Sr.","Nominated to U.S. Court of Appeals for the Fifth Circuit, February 6, 2004; no Senate vote"
13705591,1,"Pitts, Patrick Casey","Nominated to U.S. District Court for the Northern District of California, September 6, 2022; no Senate vote"
1386446,1,"Poole, Cecil F.","Nominated to U.S. District Court for the Northern District of California, May 29, 1968; no Senate vote"
1386446,2,"Poole, Cecil F.","Nominated to U.S. District Court for the Northern District of California, January 9, 1969; nomination withdrawn by president, January 23, 1969"
1386506,1,"Porterie, Gaston Louis Noel","Nominated to the U.S. District Court for the Northern District of Louisiana [sic], January 24, 1939; nomination withdrawn by president, January 25, 1939"
1390556,1,"Pratt, Robert W.","Nominated to U.S. District Court for the Southern District of Iowa, August 2, 1996; no Senate vote"
1392141,1,"Pratter, Gene E.K.","Nominated to U.S. Court of Appeals for the Third Circuit, November 15, 2007; nomination withdrawn by president, July 24, 2008"
1386581,1,"Preska, Loretta A.","Nominated to U.S. Court of Appeals for the Second Circuit, September 9, 2008; no Senate vote"
1391296,1,"Prost, Sharon","Nominated to U.S. Court of Appeals for the Federal Circuit, May 21, 2001; no Senate vote"
1394631,1,"Pryor, Jill Anne","Nominated to U.S. Court of Appeals for the Eleventh Circuit, February 16, 2012; no Senate vote"
1394631,2,"Pryor, Jill Anne","Nominated to U.S. Court of Appeals for the Eleventh Circuit, January 4, 2013; no Senate vote"
1392086,1,"Pryor, William Holcombe, Jr.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, April 9, 2003; no Senate vote"
1392086,2,"Pryor, William Holcombe, Jr.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, March 12, 2004; no Senate vote"
1386626,1,"Purdy, Milton Dwight","Nominated to U.S. District Court for the District of Minnesota, April 23, 1908; no Senate vote"
1386626,2,"Purdy, Milton Dwight","Nominated to U.S. District Court for the District of Minnesota, December 8, 1908; no Senate vote"
1386651,1,"Quarles, Joseph Very","Nominated to U.S. District Court for the Eastern District of Wisconsin, February 25, 1905; no Senate vote"
1391746,1,"Quarles, William D., Jr.","Nominated to U.S. District Court for the District of Maryland, June 2, 1992; no Senate vote"
1391746,2,"Quarles, William D., Jr.","Nominated to U.S. District Court for the District of Maryland, September 12, 2002; no Senate vote"
1394231,1,"Quiñones Alejandro, Nitza Ileana","Nominated to U.S. District Court for the Eastern District of Pennsylvania, November 27, 2012; no Senate vote"
1390336,1,"Rabinovitz, David","Nominated to U.S. District Court for the Western District of Wisconsin, September 6, 1963; no Senate vote"
1390336,2,"Rabinovitz, David","Nominated to U.S. District Court for the Western District of Wisconsin, February 3, 1964; no Senate vote"
1386671,1,"Raggi, Reena","Nominated to U.S. District Court for the Eastern District of New York, October 3, 1986; no Senate vote"
13761386,1,"Ramirez, Irma Carrillo","Nominated to U.S. District Court for the Northern District of Texas, March 15, 2016; no Senate vote"
6731086,1,"Ranjan, J. Nicholas","Nominated to U.S. District Court for the Western District of Pennsylvania, July 24, 2018; no Senate vote"
6135386,1,"Rao, Neomi Jehangir","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, November 14, 2018; no Senate vote"
1392891,1,"Rao, Paul Peter","Nominated to U.S. Customs Court, May 3, 1948; no Senate vote"
1392891,2,"Rao, Paul Peter","Nominated to U.S. Customs Court, July 29, 1948; no Senate vote"
5373556,1,"Ray, William McCrary II","Nominated to U.S. District Court for the Northern District of Georgia, July 13, 2017; no Senate vote"
1394521,1,"Rayes, Douglas Leroy","Nominated to U.S. District Court for the District of Arizona, September 19, 2013; no Senate vote"
6103361,1,"Readler, Chad Andrew","Nominated to U.S. Court of Appeals for the Sixth Circuit, June 18, 2018; no Senate vote"
12537146,1,"Rearden, Jennifer Hutchison","Nominated to U.S. District Court for the Southern District of New York, May 4, 2020; no Senate vote"
1391371,1,"Reeves, Danny C.","Nominated to U.S. District Court for the Eastern District of Kentucky, August 2, 2001; no Senate vote"
1394371,1,"Reeves, Pamela Lynn","Nominated to U.S. District Court for the Eastern District of Tennessee, May 16, 2013; no Senate vote"
1392621,1,"Reidinger, Martin Karl","Nominated to U.S. District Court for the Western District of North Carolina, September 29, 2006; no Senate vote"
6841731,1,"Reif, Timothy Mark","Nominated to U.S. Court of International Trade, June 18, 2018; no Senate vote"
1394241,1,"Restrepo, Luis Felipe","Nominated to U.S. District Court for the Eastern District of Pennsylvania, November 27, 2012; no Senate vote"
1394241,2,"Restrepo, Luis Felipe","Nominated to U.S. Court of Appeals for the Third Circuit, November 12, 2014; no Senate vote"
13263791,1,"Reyes, Ana Cecilia","Nominated to U.S. District Court for the District of Columbia, May 19, 2022; no Senate vote"
13761341,1,"Reyes, Ramon Ernesto, Jr.","Nominated to U.S. District Court for the Eastern District of New York, September 6, 2022; no Senate vote"
1393666,1,"Reyna, Jimmie V.","Nominated to U.S. Court of Appeals for the Federal Circuit, September 29, 2010; no Senate vote"
5374576,1,"Richardson, Eli Jeremy","Nominated to U.S. District Court for the Middle District of Tennessee, July 13, 2017; no Senate vote"
1392271,1,"Richman, Priscilla","Nominated to U.S. Court of Appeals for the Fifth Circuit, May 9, 2001; no Senate vote"
1392271,2,"Richman, Priscilla","Nominated to U.S. Court of Appeals for the Fifth Circuit, September 4, 2001; no Senate vote"
1392271,3,"Richman, Priscilla","Nominated to U.S. Court of Appeals for the Fifth Circuit, January 7, 2003; no Senate vote"
13718106,1,"Rikelman, Julie","Nominated to U.S. Court of Appeals for the First Circuit, August 1, 2022; no Senate vote"
1386971,1,"Ritter, Willis William","Nominated to U.S. District Court for the District of Utah, August 25, 1949; no Senate vote"
1390401,1,"Roberts, Floyd H.","Nominated to U.S. District Court for the Western District of Virginia, January 5, 1939; rejected by Senate, February 6, 1939; resigned, February 6, 1939"
1391841,1,"Roberts, John Glover, Jr.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, January 27, 1992; no Senate vote"
1391841,2,"Roberts, John Glover, Jr.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, May 9, 2001; no Senate vote"
1391841,3,"Roberts, John Glover, Jr.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, September 4, 2001; no Senate vote"
1391841,4,"Roberts, John Glover, Jr.","Nominated to Supreme Court of the United States, July 29, 2005; nomination withdrawn by president, September 6, 2005"
1387041,1,"Robinson, Spottswood William III","Nominated to U.S. District Court for the District of Columbia, October 1, 1963; no Senate vote"
8900351,1,"Robinson, Todd Wallace","Nominated to U.S. District Court for the Southern District of California, November 21, 2019; no Senate vote"
1387071,1,"Rodriguez, Joseph H.","Nominated to U.S. District Court for the District of New Jersey, September 17, 1984; no Senate vote"
10229116,1,"Rodriguez, Regina Marie","Nominated to U.S. District Court for the District of Colorado, April 28, 2016; no Senate vote"
1394196,1,"Román, Nelson Stephen","Nominated to U.S. District Court for the Southern District of New York, September 20, 2012; no Senate vote"
1387116,1,"Rose, John Carter","Nominated to U.S. Court of Appeals for the Fourth Circuit, November 27, 1922; no Senate vote"
1394016,1,"Rosenbaum, Robin Stacie","Nominated to U.S. Court of Appeals for the Eleventh Circuit, November 7, 2013; no Senate vote"
1394496,1,"Rosenstengel, Nancy Jo","Nominated to U.S. District Court for the Southern District of Illinois, November 7, 2013; no Senate vote"
1387156,1,"Rosling, George","Nominated to U.S. District Court for the Eastern District of New York, September 21, 1961; no Senate vote"
1394656,1,"Ross, Eleanor Louise","Nominated to U.S. District Court for the Northern District of Georgia, December 19, 2013; no Senate vote"
1393761,1,"Ross, John Andrew","Nominated to U.S. District Court for the Eastern District of Missouri, December 1, 2010; no Senate vote"
6840191,1,"Rowland, Mary Margaret","Nominated to U.S. District Court for the Northern District of Illinois, June 18, 2018; no Senate vote"
11692381,1,"Rubin, Julie Rebecca","Nominated to U.S. District Court for the District of Maryland, November 3, 2021; no Senate vote"
11445751,1,"Ruiz, David Augustin","Nominated to U.S. District Court for the Northern District of Ohio, September 30, 2021; no Senate vote"
6384996,1,"Ruiz, Rodolfo Armando II","Nominated to U.S. District Court for the Southern District of Florida, May 7, 2018; no Senate vote"
6098356,1,"Rushing, Allison Jones","Nominated to U.S. Court of Appeals for the Fourth Circuit, August 27, 2018; no Senate vote"
13761893,1,"Russell, Sarah French","Nominated to U.S. District Court for the District of Connecticut, October 4, 2023; no Senate vote"
1387271,1,"Rutledge, John","Nominated to be Chief Justice of the Supreme Court of the United States, December 10, 1795; rejected by Senate, December 15, 1795; resigned, December 28, 1795"
1387296,1,"Rymer, Pamela Ann","Nominated to U.S. Court of Appeals for the Ninth Circuit, April 26, 1988; no Senate vote"
1387301,1,"Ryskamp, Kenneth L.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, April 26, 1990; no Senate vote"
1387301,2,"Ryskamp, Kenneth L.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, January 8, 1991; no Senate vote"
1387316,1,"Sachs, Howard Frederic","Nominated to U.S. Court of Appeals for the Eighth Circuit, July 30, 1980; no Senate vote"
1393721,1,"Salas, Esther","Nominated to U.S. District Court for the District of New Jersey, December 1, 2010; no Senate vote"
1393606,1,"Saldaña, Diana","Nominated to U.S. District Court for the Southern District of Texas, July 14, 2010; no Senate vote"
1387361,1,"Sanders, Harold Barefoot, Jr.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, September 25, 1968; no Senate vote"
1387361,2,"Sanders, Harold Barefoot, Jr.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, January 9, 1969; nomination withdrawn by president, January 23, 1969"
1387391,1,"Sater, John Elbert","Nominated to U.S. District Court for the Southern District of Ohio, December 3, 1907; no Senate vote"
8894336,1,"Scarsi, Mark Christopher","Nominated to U.S. District Court for the Central District of California, November 13, 2018; no Senate vote"
8894336,2,"Scarsi, Mark Christopher","Nominated to U.S. District Court for the Central District of California, February 6, 2019; no Senate vote"
7815631,1,"Schelp, Matthew Thomas","Nominated to U.S. District Court for the Eastern District of Missouri, December 2, 2019; no Senate vote"
1394236,1,"Schmehl, Jeffrey L.","Nominated to U.S. District Court for the Eastern District of Pennsylvania, November 27, 2012; no Senate vote"
4268601,1,"Scholer, Karen Gren","Nominated to U.S. District Court for the Eastern District of Texas, March 15, 2016; no Senate vote"
13363936,1,"Schopler, Andrew George","Nominated to U.S. District Court for the Southern District of California, July 14, 2022; no Senate vote"
1392676,1,"Schroeder, Thomas D.","Nominated to U.S. District Court for the Middle District of North Carolina, September 29, 2006; no Senate vote"
13761586,1,"Schydlower, Leon","Nominated to U.S. District Court for the Western District of Texas, January 10, 2024; nomination withdrawn by president, February 7, 2024"
1392256,1,"Seabright, J[ohn] Michael","Nominated to U.S. District Court for the District of Hawaii, September 15, 2004; no Senate vote"
7049771,1,"Seeger, Steven Charles","Nominated to U.S. District Court for the Northern District of Illinois, June 18, 2018; no Senate vote"
1392576,1,"Settle, Benjamin Hale","Nominated to U.S. District Court for the Western District of Washington, November 15, 2006; no Senate vote"
1387631,1,"Seybert, Joanna","Nominated to U.S. District Court for the Eastern District of New York, July 27, 1992; no Senate vote"
1393631,1,"Shadid, James Edward","Nominated to U.S. District Court for the Central District of Illinois, May 27, 2010; no Senate vote"
1394466,1,"Shah, Manish Suresh","Nominated to U.S. District Court for the Northern District of Illinois, September 19, 2013; no Senate vote"
1393686,1,"Sharp, Kevin Hunter","Nominated to U.S. District Court for the Middle District of Tennessee, November 17, 2010; no Senate vote"
1387711,1,"Shedd, Dennis W.","Nominated to U.S. Court of Appeals for the Fourth Circuit, May 9, 2001; no Senate vote"
1392436,1,"Sheridan, Peter G.","Nominated to U.S. District Court for the District of New Jersey, November 5, 2003; no Senate vote"
13761471,1,"Sherriff, Kirk Edward","Nominated to U.S. District Court for the Eastern District of California, November 15, 2023; no Senate vote"
1394166,1,"Shwartz, Patty","Nominated to U.S. Court of Appeals for the Third Circuit, October 5, 2011; no Senate vote"
1387811,1,"Siddons, Frederick Lincoln","Nominated to Supreme Court of the District of Columbia (now U.S. District Court for the District of Columbia), October 21, 1914; no Senate vote"
11695896,1,"Silva, Cristina Dionne","Nominated to U.S. District Court for the District of Nevada, November 3, 2021; no Senate vote"
13373961,1,"Simmons, James Edward, Jr.","Nominated to U.S. District Court for the Southern District of California, July 14, 2022; no Senate vote"
1387836,1,"Simmons, Paul Allen","Nominated to U.S. District Court for the Western District of Pennsylvania, November 22, 1977; no Senate vote"
1393726,1,"Simon, Michael H.","Nominated to U.S. District Court for the District of Oregon, July 14, 2010; no Senate vote"
1391801,1,"Simon, Philip P.","Nominated to U.S. Court of Appeals for the Seventh Circuit, September 26, 2008; no Senate vote"
7465641,1,"Sinatra, John Leonard, Jr.","Nominated to U.S. District Court for the Western District of New York, May 15, 2018; no Senate vote"
1387881,1,"Sitgreaves, John","Nominated to U.S. Circuit Court for the Fifth Circuit, February 21, 1801; confirmed, February 24, 1801; declined appointment"
