"nid","Sequence","Judge.Name","School","Degree","Degree.Year"
1385091,1,"Mickelson, George Theodore","University of South Dakota School of Law (now Knudson School of Law)","LL.B.","1927"
1390686,1,"Mickle, Stephan P.","University of Florida","B.A.","1965"
1390686,2,"Mickle, Stephan P.","University of Florida","M.Ed.","1966"
1390686,3,"Mickle, Stephan P.","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1970"
1385096,1,"Middlebrooks, David Lycurgus, Jr.","Florida State University","B.S.","1950"
1385096,2,"Middlebrooks, David Lycurgus, Jr.","University of Florida College of Law (now Fredric G. Levin College of Law)","LL.B.","1956"
1390541,1,"Middlebrooks, Donald M.","University of Florida","B.S.B.A.","1968"
1390541,2,"Middlebrooks, Donald M.","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1972"
1385101,1,"Mihm, Michael Martin","Loras College","B.A.","1964"
1385101,2,"Mihm, Michael Martin","St. Louis University School of Law","J.D.","1967"
1385106,1,"Mikva, Abner Joseph","University of Chicago Law School","J.D.","1951"
1393796,1,"Milazzo, Jane Margaret Triche","Nicholls State University","B.A.","1977"
1393796,2,"Milazzo, Jane Margaret Triche","Louisiana State University, Paul M. Hebert Law Center","J.D.","1992"
1385111,1,"Milburn, Herbert Theodore","East Tennessee State University","B.S.","1953"
1385111,2,"Milburn, Herbert Theodore","University of Tennessee College of Law","J.D.","1959"
1385116,1,"Miles, Wendell Alverson","Hope College","A.B.","1938"
1385116,2,"Miles, Wendell Alverson","University of Wyoming","M.A.","1939"
1385116,3,"Miles, Wendell Alverson","University of Michigan Law School","J.D.","1942"
1385121,1,"Miles-LaGrange, Vicki","University of Ghana","","1973"
1385121,2,"Miles-LaGrange, Vicki","Vassar College","B.A.","1974"
1385121,3,"Miles-LaGrange, Vicki","Howard University School of Law","J.D.","1977"
1385126,1,"Miller, Andrew","Read law","","1894"
1385131,1,"Miller, Andrew Galbraith","Dickinson College",""," "
1385131,2,"Miller, Andrew Galbraith","Washington College (now Washington and Jefferson College)","B.A.","1819"
1385131,3,"Miller, Andrew Galbraith","Read law","","1822"
1392686,1,"Miller, Brian Stacy","Phillips Community College of the University of Arkansas","A.A.","1990"
1392686,2,"Miller, Brian Stacy","University of Central Arkansas","B.S.","1992"
1392686,3,"Miller, Brian Stacy","Vanderbilt University Law School","J.D.","1995"
6063776,1,"Miller, Eric David","Harvard University","A.B.","1996"
6063776,2,"Miller, Eric David","University of Chicago Law School","J.D.","1999"
1392376,1,"Miller, Gray Hampton","University of Houston","B.A.","1974"
1392376,2,"Miller, Gray Hampton","University of Houston Law Center","J.D.","1978"
1385136,1,"Miller, Jack Richard","Creighton University","A.B.","1938"
1385136,2,"Miller, Jack Richard","Catholic University of America","A.M.","1939"
1385136,3,"Miller, Jack Richard","Columbia Law School","J.D.","1946"
1385136,4,"Miller, Jack Richard","University of Iowa College of Law","","1946"
1385141,1,"Miller, James Rogers, Jr.","Wesleyan University","B.A.","1953"
1385141,2,"Miller, James Rogers, Jr.","George Washington University Law School","LL.B.","1955"
1390546,1,"Miller, Jeffrey T.","University of California, Los Angeles","B.A.","1964"
1390546,2,"Miller, Jeffrey T.","University of California, Los Angeles, School of Law","J.D.","1967"
1385146,1,"Miller, John Elvis","University of Kentucky College of Law","LL.B.","1912"
1385151,1,"Miller, John Lester","Westminster College, New Wilmington, Pennsylvania","B.S.","1923"
1385151,2,"Miller, John Lester","University of Pittsburgh School of Law","LL.B.","1926"
1385156,1,"Miller, Justin","Stanford University","A.B.","1911"
1385156,2,"Miller, Justin","University of Montana School of Law","LL.B.","1913"
1385156,3,"Miller, Justin","Stanford Law School","J.D.","1914"
1385161,1,"Miller, Robert Lowell, Jr.","Northwestern University","B.A.","1972"
1385161,2,"Miller, Robert Lowell, Jr.","Indiana University School of Law -- Indianapolis (now McKinney School of Law)","J.D.","1975"
1385166,1,"Miller, Samuel Freeman","Transylvania University","M.D.","1838"
1385166,2,"Miller, Samuel Freeman","Read law","","1847"
1385171,1,"Miller, Shackelford, Jr.","Princeton University","A.B.","1914"
1385171,2,"Miller, Shackelford, Jr.","Harvard Law School","LL.B.","1917"
1385176,1,"Miller, Walker David","University of Colorado Law School","LL.B.","1963"
1385176,2,"Miller, Walker David","University of Chicago Law School","LL.M.","1965"
1385181,1,"Miller, Wilbur Kingsbury","University of Michigan",""," "
1385181,2,"Miller, Wilbur Kingsbury","Read law","","1916"
1385186,1,"Miller, William Ernest","University of Tennessee","A.B.","1930"
1385186,2,"Miller, William Ernest","Yale Law School","LL.B.","1933"
1394311,1,"Millett, Patricia Ann","University of Illinois","B.A.","1985"
1394311,2,"Millett, Patricia Ann","Harvard Law School","J.D.","1988"
1393191,1,"Milligan, Samuel","Greeneville College",""," "
1393191,2,"Milligan, Samuel","Tusculum College","","1843"
1393191,3,"Milligan, Samuel","Read law with Robert J. McKinney, Greeneville, Tennessee","","1846"
1391346,1,"Mills, Michael P.","Itawamba Community College","A.A.","1976"
1391346,2,"Mills, Michael P.","University of Mississippi","B.A.","1978"
1391346,3,"Mills, Michael P.","University of Mississippi School of Law","J.D.","1980"
1391346,4,"Mills, Michael P.","University of Virginia School of Law","LL.M.","2001"
1385191,1,"Mills, Richard Henry","Illinois College","B.A.","1951"
1385191,2,"Mills, Richard Henry","Mercer University School of Law","J.D.","1957"
1385191,3,"Mills, Richard Henry","University of Virginia School of Law","LL.M.","1982"
1391836,1,"Minaldi, Patricia Head","Wesleyan University","B.A.","1980"
1391836,2,"Minaldi, Patricia Head","Tulane University Law School","J.D.","1983"
1385196,1,"Miner, Julius Howard","Chicago-Kent College of Law","LL.B.","1917"
1385196,2,"Miner, Julius Howard","Northwestern University School of Law (now Pritzker School of Law)","LL.M.","1945"
1385201,1,"Miner, Roger Jeffrey","New York Law School","LL.B.","1956"
1385201,2,"Miner, Roger Jeffrey","State University of New York at Albany","B.S.","1977"
1385206,1,"Minton, Sherman","Indiana University School of Law -- Bloomington (now Maurer School of Law)","LL.B.","1915"
1385206,2,"Minton, Sherman","Yale Law School","LL.M.","1916"
1385211,1,"Mishler, Jacob","New York University","B.S.","1931"
1385211,2,"Mishler, Jacob","New York University School of Law","J.D.","1933"
1385216,1,"Mitchell, George John","Bowdoin College","B.A.","1954"
1385216,2,"Mitchell, George John","Georgetown College (now Georgetown University) Law Center","LL.B.","1960"
1385221,1,"Mitchell, Lansing Leroy","Louisiana State University","B.A.","1934"
1385221,2,"Mitchell, Lansing Leroy","Louisiana State University Law School (now Paul M. Hebert Law Center)","LL.B.","1937"
1385226,1,"Mize, Sidney Carr","Mississippi College","A.B.","1908"
1385226,2,"Mize, Sidney Carr","University of Mississippi Department of Law","LL.B.","1911"
9219166,1,"Mizelle, Kathryn Kimball","Covenant College","B.A.","2009"
9219166,2,"Mizelle, Kathryn Kimball","University of Florida Fredric G. Levin College of Law","J.D.","2012"
9219166,3,"Mizelle, Kathryn Kimball","Temple Bar Scholar, American Inns of Court","","2019"
1385231,1,"Modarelli, Alfred Egidio","Columbia University","A.B.","1920"
1385231,2,"Modarelli, Alfred Egidio","Columbia University","A.M.","1922"
1385231,3,"Modarelli, Alfred Egidio","Columbia Law School","LL.M.","1922"
1385236,1,"Moinet, Edward Julien","University of Michigan Law School","LL.B.","1895"
1393386,1,"Mollison, Irvin Charles","University of Chicago","Ph.B.","1920"
1393386,2,"Mollison, Irvin Charles","University of Chicago Law School","J.D.","1923"
1385241,1,"Molloy, Donald W.","University of Montana","B.A.","1968"
1385241,2,"Molloy, Donald W.","University of Montana School of Law","J.D.","1976"
1390756,1,"Mollway, Susan Oki","University of Hawaii","B.A.","1971"
1390756,2,"Mollway, Susan Oki","University of Hawaii","M.A.","1973"
1390756,3,"Mollway, Susan Oki","Harvard Law School","J.D.","1981"
1385246,1,"Molyneaux, Joseph West","Cincinnati Law School (now University of Cincinnati College of Law)","LL.B.","1882"
1385251,1,"Monroe, Thomas Bell","Transylvania University",""," "
1385251,2,"Monroe, Thomas Bell","Read law","","1821"
1391941,1,"Montalvo, Frank","University of Puerto Rico","B.S.","1976"
1391941,2,"Montalvo, Frank","University of Michigan","M.S.","1977"
1391941,3,"Montalvo, Frank","Wayne State University Law School","J.D.","1985"
12588656,1,"Montecalvo, Lara Elizabeth","Swarthmore College","B.A.","1996"
12588656,2,"Montecalvo, Lara Elizabeth","Boston College Law School","J.D.","2000"
11690371,1,"Montenegro, Ruth Bermudez","Imperial Valley College","A.A.","1987"
11690371,2,"Montenegro, Ruth Bermudez","Clarion University of Pennsylvania","B.A.","1989"
11690371,3,"Montenegro, Ruth Bermudez","University of California, Los Angeles, School of Law","J.D.","1992"
1385256,1,"Montgomery, Ann D.","University of Kansas","B.S.","1971"
1385256,2,"Montgomery, Ann D.","University of Minnesota Law School","J.D.","1974"
1385261,1,"Montgomery, Martin V.","Read law","","1865"
1393336,1,"Montgomery, Robert Morris","Read law","","1870"
12941021,1,"Montgomery-Reeves, Tamika Renee","University of Mississippi","B.A.","2003"
12941021,2,"Montgomery-Reeves, Tamika Renee","University of Georgia School of Law","J.D.","2006"
1385266,1,"Moody, James Maxwell","University of Arkansas","B.S.I.M.","1962"
1385266,2,"Moody, James Maxwell","University of Arkansas School of Law","J.D.","1964"
1394351,1,"Moody, James Maxwell, Jr.","University of Arkansas","B.S.B.A.","1986"
1394351,2,"Moody, James Maxwell, Jr.","University of Arkansas Bowen School of Law","J.D.","1989"
1391221,1,"Moody, James S., Jr.","University of Florida","B.S.","1969"
1391221,2,"Moody, James S., Jr.","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1972"
1385271,1,"Moody, James Tyne","Indiana University","A.B.","1960"
1385271,2,"Moody, James Tyne","Indiana University School of Law -- Bloomington (now Maurer School of Law)","LL.B.","1963"
1385276,1,"Moody, William Henry","Harvard Law School",""," "
1385276,2,"Moody, William Henry","Harvard College","A.B.","1876"
1385276,3,"Moody, William Henry","Read law","","1878"
1390551,1,"Moon, Norman K.","University of Virginia","B.A.","1959"
1390551,2,"Moon, Norman K.","University of Virginia School of Law","J.D.","1962"
1390551,3,"Moon, Norman K.","University of Virginia School of Law","LL.M.","1988"
1385281,1,"Moore, Alfred","Read law","","1775"
1385286,1,"Moore, Ben","Read law","","1915"
1385291,1,"Moore, George","University of Missouri School of Law","LL.B.","1901"
1385291,2,"Moore, George","University of Missouri School of Law","LL.M.","1902"
1385296,1,"Moore, John Henry II","Syracuse University","B.S.","1952"
1385296,2,"Moore, John Henry II","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1961"
1385301,1,"Moore, Karen Nelson","Radcliffe College","A.B.","1970"
1385301,2,"Moore, Karen Nelson","Harvard Law School","J.D.","1973"
1385306,1,"Moore, Kevin Michael","Florida State University","B.A.","1972"
1385306,2,"Moore, Kevin Michael","Fordham University School of Law","J.D.","1976"
1392481,1,"Moore, Kimberly Ann","Massachusetts Institute of Technology","B.S.","1990"
1392481,2,"Moore, Kimberly Ann","Massachusetts Institute of Technology","M.S.","1991"
1392481,3,"Moore, Kimberly Ann","Georgetown University Law Center","J.D.","1994"
1385311,1,"Moore, Leonard Page","Amherst College","A.B.","1919"
1385311,2,"Moore, Leonard Page","Columbia Law School","LL.B.","1922"
1394156,1,"Moore, Raymond Paul","Yale University","B.A.","1975"
1394156,2,"Moore, Raymond Paul","Yale Law School","J.D.","1978"
1385316,1,"Moore, William Theodore, Jr.","Georgia Military College","A.A.","1960"
1385316,2,"Moore, William Theodore, Jr.","University of Georgia School of Law","LL.B.","1964"
5152931,1,"Moorer, Terry Fitzgerald","Huntingdon College","B.A.","1983"
5152931,2,"Moorer, Terry Fitzgerald","University of Alabama School of Law","J.D.","1986"
5152931,3,"Moorer, Terry Fitzgerald","Marion Military Institute","A.A.","1981"
1385326,1,"Moorman, Charles Harwood","Read law","","1900"
6278461,1,"Morales, David Steven","St. Edward's University","B.B.A.","1990"
6278461,2,"Morales, David Steven","St. Mary's University School of Law, Texas","J.D.","1994"
1385331,1,"Moran, James Byron","University of Michigan","B.A.","1952"
1385331,2,"Moran, James Byron","Harvard Law School","LL.B.","1957"
1390836,1,"Mordue, Norman A.","Syracuse University","B.A.","1966"
1390836,2,"Mordue, Norman A.","Syracuse University College of Law","J.D.","1971"
1390591,1,"Moreno, Carlos R.","Yale College","B.A.","1970"
1390591,2,"Moreno, Carlos R.","Stanford Law School","J.D.","1975"
1385336,1,"Moreno, Federico A.","University of Notre Dame","B.A.","1974"
1385336,2,"Moreno, Federico A.","University of Miami School of Law","J.D.","1978"
1385341,1,"Morgan, Henry Coke, Jr.","Washington and Lee University","B.S.","1957"
1385341,2,"Morgan, Henry Coke, Jr.","Washington and Lee University School of Law","J.D.","1960"
1385346,1,"Morgan, Justin Colfax","Colgate University","A.B.","1921"
1385346,2,"Morgan, Justin Colfax","University of Buffalo Law School","LL.B.","1924"
1385351,1,"Morgan, Lewis Render","University of Georgia School of Law","LL.B.","1935"
1385356,1,"Morgan, Robert Dale","Bradley University","B.A.","1934"
1385356,2,"Morgan, Robert Dale","University of Chicago Law School","J.D.","1937"
1393946,1,"Morgan, Susie","Northeast Louisiana University (now University of Louisiana at Monroe)","B.A.","1974"
1393946,2,"Morgan, Susie","Northeast Louisiana University (now University of Louisiana at Monroe)","M.A.","1976"
1393946,3,"Morgan, Susie","Louisiana State University, Paul M. Hebert Law Center","J.D.","1980"
1394481,1,"Moritz, Nancy Louise","Washburn University","B.B.A.","1982"
1394481,2,"Moritz, Nancy Louise","Washburn University School of Law","J.D.","1985"
1385361,1,"Morrill, Amos","Bowdoin College","","1834"
1385361,2,"Morrill, Amos","Read law","","1836"
1385366,1,"Morrill, Mendon","Harvard University","","1923"
1385366,2,"Morrill, Mendon","Harvard Law School","LL.B.","1926"
1394331,1,"Morris, Brian Matthew","Stanford University","B.A.","1987"
1394331,2,"Morris, Brian Matthew","Stanford University","M.A.","1987"
1394331,3,"Morris, Brian Matthew","Stanford Law School","J.D.","1992"
1385371,1,"Morris, George Franklin","Read law","","1891"
1385376,1,"Morris, Hugh Martin","Delaware College (now University of Delaware)","B.A.","1898"
1385376,2,"Morris, Hugh Martin","Read law","","1903"
1385381,1,"Morris, James Ward","University of North Carolina School of Law",""," "
1385381,2,"Morris, James Ward","University of North Carolina","A.B.","1912"
1385381,3,"Morris, James Ward","Read law","","1913"
1385386,1,"Morris, Joseph Wilson","Washburn University","A.B.","1943"
1385386,2,"Morris, Joseph Wilson","Washburn University School of Law","LL.B.","1947"
1385386,3,"Morris, Joseph Wilson","University of Michigan Law School","LL.M.","1948"
1385386,4,"Morris, Joseph Wilson","University of Michigan Law School","S.J.D.","1955"
1385391,1,"Morris, Martin Ferdinand","Georgetown College (now Georgetown University)","","1854"
1385391,2,"Morris, Martin Ferdinand","Read law","","1863"
1385396,1,"Morris, Page","College of William and Mary",""," "
1385396,2,"Morris, Page","Virginia Military Institute","","1872"
1385396,3,"Morris, Page","Read law","","1880"
1385401,1,"Morris, Robert","Read law","","1770"
1385406,1,"Morris, Thomas John","Harvard College","A.B.","1856"
1385406,2,"Morris, Thomas John","Read law","","1861"
12077556,1,"Morrison, Nina Rauh","Yale University","B.A.","1992"
12077556,2,"Morrison, Nina Rauh","New York University School of Law","J.D.","1998"
6589526,1,"Morrison, Sarah Daggett","Ohio State University","B.A.","1992"
